2019	CLT	MIA	1015	1207	112
2020	CLT	MIA	1230	1428	118
2021	CLT	MIA	1610	1806	116
2022	CLT	MIA	1815	2012	117
2101	CLT	MIA	2200	2354	114
2873	CLT	MSP	830	1019	169
1924	CLT	MSP	1225	1409	164
1846	CLT	MSP	2015	2208	173
1989	CLT	MBJ	830	1024	174
1995	CLT	MBJ	1100	1250	170
1858	CLT	MYR	835	934	59
2767	CLT	MYR	1035	1132	57
2790	CLT	MYR	1415	1508	53
1753	CLT	MYR	1620	1718	58
1948	CLT	MYR	1745	1836	51
2949	CLT	MYR	2140	2231	51
2493	CLT	MYR	2210	2306	56
2953	CLT	BNA	830	856	86
2895	CLT	BNA	1030	1052	82
2876	CLT	BNA	1230	1249	79
2871	CLT	BNA	1755	1814	79
1806	CLT	BNA	2150	2208	78
1968	CLT	NAS	1020	1225	125
1970	CLT	NAS	1240	1443	123
3517	CLT	EWN	825	930	65
3518	CLT	EWN	1020	1129	60
3519	CLT	EWN	1220	1329	60
3520	CLT	EWN	1405	1510	65
3521	CLT	EWN	1610	1715	65
3522	CLT	EWN	1755	1900	65
3523	CLT	EWN	1950	2054	64
3524	CLT	EWN	2155	2300	65
2616	CLT	MSY	820	911	111
1912	CLT	MSY	1015	1109	114
1701	CLT	MSY	1220	1317	117
2947	CLT	MSY	1400	1446	106
1892	CLT	MSY	1745	1836	111
2477	CLT	EWR	850	1038	108
2425	CLT	EWR	1015	1200	105
2041	CLT	EWR	1230	1418	108
2468	CLT	EWR	1425	1613	108
2471	CLT	EWR	1630	1822	112
2465	CLT	EWR	1800	1950	110
2458	CLT	EWR	2010	2203	113
3539	CLT	PHF	820	945	85
3540	CLT	PHF	1020	1137	77
3542	CLT	PHF	1605	1725	80
3543	CLT	PHF	1805	1925	80
3545	CLT	PHF	1944	2103	79
3546	CLT	PHF	2150	2310	80
2384	CLT	ORF	825	936	71
2499	CLT	ORF	1220	1327	67
1859	CLT	ORF	1400	1506	66
2538	CLT	ORF	1600	1704	64
1910	CLT	ORF	1745	1851	66
1868	CLT	ORF	1955	2105	70
2545	CLT	ORF	2205	2312	67
2519	CLT	MCO	815	943	88
2430	CLT	MCO	1015	1141	86
2541	CLT	MCO	1215	1340	85
2634	CLT	MCO	1400	1525	85
2426	CLT	MCO	1605	1730	85
2598	CLT	MCO	1755	1926	91
2622	CLT	MCO	2005	2139	94
2409	CLT	MCO	2140	2306	86
1749	CLT	PNS	1035	1111	96
1756	CLT	PNS	1430	1505	95
1747	CLT	PNS	1800	1835	95
1754	CLT	PNS	2205	2237	92
2270	CLT	PHL	700	834	94
2298	CLT	PHL	850	1025	95
2284	CLT	PHL	1035	1211	96
2102	CLT	PHL	1215	1348	93
2382	CLT	PHL	1430	1606	96
2314	CLT	PHL	1600	1730	90
2341	CLT	PHL	1745	1920	95
2252	CLT	PHL	2000	2134	94
2322	CLT	PHL	2150	2320	90
2721	CLT	PHX	820	946	266
2645	CLT	PHX	1745	1852	247
2208	CLT	PIT	705	826	81
2190	CLT	PIT	815	934	79
2174	CLT	PIT	1045	1210	85
2223	CLT	PIT	1215	1334	79
2169	CLT	PIT	1400	1519	79
2192	CLT	PIT	1600	1722	82
2164	CLT	PIT	1755	1920	85
2171	CLT	PIT	2000	2126	86
2210	CLT	PIT	2140	2300	80
2029	CLT	PVD	820	1019	119
2030	CLT	PVD	1215	1406	111
2031	CLT	PVD	1605	1803	118
1743	CLT	PVD	1805	1959	114
2032	CLT	PVD	2000	2202	122
2568	CLT	PVD	2150	2344	114
1982	CLT	PLS	1050	1337	167
1991	CLT	PUJ	1035	1408	213
2033	CLT	RDU	840	936	56
2034	CLT	RDU	1040	1134	54
2035	CLT	RDU	1425	1516	51
2036	CLT	RDU	1625	1719	54
2576	CLT	RDU	1800	1851	51
2038	CLT	RDU	2000	2057	57
2112	CLT	RDU	2140	2229	49
2579	CLT	RIC	1030	1136	66
2039	CLT	RIC	1220	1326	66
2040	CLT	RIC	1410	1512	62
2121	CLT	RIC	1745	1847	62
2043	CLT	RIC	1945	2047	62
2096	CLT	RIC	2140	2242	62
2581	CLT	ROC	1615	1801	106
1863	CLT	ROC	2015	2204	109
2591	CLT	SAN	1815	1956	281
1706	CLT	SFO	815	1035	320
2488	CLT	SFO	1430	1647	317
2643	CLT	SFO	1815	2034	319
2046	CLT	SJU	830	1207	217
2045	CLT	SJU	1030	1404	214
2044	CLT	SJU	1230	1602	212
2491	CLT	SRQ	820	1004	104
2555	CLT	SRQ	1235	1417	102
2631	CLT	SAV	1020	1121	61
2583	CLT	SAV	1220	1322	62
2769	CLT	SAV	1410	1509	59
2811	CLT	SAV	1745	1842	57
2817	CLT	SAV	2010	2115	65
2750	CLT	SAV	2140	2237	57
2885	CLT	SEA	1600	1824	324
2993	CLT	SEA	1745	2009	324
1983	CLT	STX	1015	1355	220
1988	CLT	SXM	1015	1405	230
2047	CLT	STT	1025	1405	220
2695	CLT	SYR	1945	2134	109
3547	CLT	TLH	1020	1220	120
3548	CLT	TLH	1455	1650	115
3549	CLT	TLH	1955	2155	120
2412	CLT	TPA	830	1011	101
2494	CLT	TPA	1040	1219	99
2436	CLT	TPA	1235	1411	96
2407	CLT	TPA	1400	1535	95
2442	CLT	TPA	1600	1735	95
2401	CLT	TPA	1805	1943	98
2502	CLT	TPA	1945	2118	93
2506	CLT	TPA	2150	2326	96
3550	CLT	TRI	835	925	50
3552	CLT	TRI	1225	1320	55
3553	CLT	TRI	1450	1550	60
3554	CLT	TRI	1645	1745	60
3555	CLT	TRI	1740	1839	59
3556	CLT	TRI	2000	2050	50
3557	CLT	TRI	2145	2240	55
7318	CLT	IAD	630	745	75
7320	CLT	IAD	1030	1145	75
7322	CLT	IAD	1435	1550	75
7324	CLT	IAD	1850	2005	75
2522	CLT	PBI	1025	1214	109
2505	CLT	PBI	1415	1602	107
2486	CLT	PBI	1600	1745	105
2417	CLT	PBI	1815	2005	110
2507	CLT	PBI	2150	2335	105
3586	CLT	ILM	840	940	60
2954	CLT	ILM	1025	1121	56
1721	CLT	ILM	1225	1320	55
1722	CLT	ILM	1410	1504	54
2717	CLT	ILM	1625	1724	59
3593	CLT	ILM	1715	1815	60
1795	CLT	ILM	1805	1902	57
3600	CLT	ILM	1815	1920	65
1723	CLT	ILM	2005	2102	57
3601	CLT	ILM	2005	2105	60
7976	CHO	IAD	655	737	42
7951	CHO	IAD	1100	1140	40
7980	CHO	IAD	1515	1555	40
7982	CHO	IAD	1930	2009	39
9131	MAA	FRA	120	730	580
5014	CYS	DEN	622	700	38
5022	CYS	DEN	715	753	38
5018	CYS	DEN	1040	1118	38
5172	CYS	DEN	1345	1423	38
5024	CYS	DEN	1650	1728	38
7540	ORD	CAK	855	1115	80
5814	ORD	CAK	910	1130	80
7542	ORD	CAK	1345	1601	76
7544	ORD	CAK	2105	2322	77
5820	ORD	CAK	2105	2325	80
7600	ORD	ALB	800	1056	116
7598	ORD	ALB	1050	1347	117
388	ORD	ALB	1320	1624	124
1448	ORD	ALB	1750	2053	123
1108	ORD	ALB	1805	2111	126
1572	ORD	ALB	2045	2348	123
1070	ORD	ALB	2055	2411	126
7514	ORD	ABE	905	1200	115
7516	ORD	ABE	1345	1643	118
5418	ORD	ABE	1355	1650	115
5414	ORD	ABE	1555	1850	115
5430	ORD	ABE	1800	2055	115
966	ORD	AMS	1805	3320	495
1201	ORD	ANC	1015	1334	379
1643	ORD	ANC	1200	1519	379
1211	ORD	ANC	1510	1829	379
5704	ORD	ATW	855	946	51
5502	ORD	ATW	1155	1246	51
5506	ORD	ATW	1450	1541	51
5500	ORD	ATW	1745	1836	51
5508	ORD	ATW	1950	2037	47
1661	ORD	AUA	845	1443	298
1268	ORD	ATL	630	924	114
546	ORD	ATL	655	947	112
5816	ORD	ATL	915	1210	115
454	ORD	ATL	1055	1345	110
796	ORD	ATL	1315	1616	121
1110	ORD	ATL	1545	1845	120
1190	ORD	ATL	1805	2101	116
206	ORD	ATL	1805	2102	117
1205	ORD	ATL	1855	2154	119
748	ORD	ATL	1915	2207	112
1124	ORD	ATL	2050	2336	106
7755	ORD	AUS	755	1040	165
7757	ORD	AUS	1010	1255	165
5437	ORD	AUS	1032	1317	165
5435	ORD	AUS	1430	1716	166
5427	ORD	AUS	1650	1935	165
7759	ORD	AUS	1655	1942	167
5439	ORD	AUS	1945	2231	166
1226	ORD	BWI	650	938	108
1244	ORD	BWI	900	1147	107
1134	ORD	BWI	905	1152	107
782	ORD	BWI	1055	1342	107
1236	ORD	BWI	1330	1619	109
100	ORD	BWI	1330	1630	120
1448	ORD	BWI	1545	1841	116
1574	ORD	BWI	1605	1902	117
474	ORD	BWI	1805	2101	116
730	ORD	BWI	1815	2113	118
412	ORD	BWI	1900	2159	119
766	ORD	BWI	2045	2330	105
851	ORD	PEK	1155	3835	820
7297	ORD	BHM	1125	1315	110
5474	ORD	BHM	1130	1315	105
7488	ORD	BHM	1345	1535	110
7490	ORD	BHM	1800	1945	105
5821	ORD	BMI	950	1045	55
7673	ORD	BMI	1445	1539	54
7675	ORD	BMI	1645	1739	54
5823	ORD	BMI	1950	2045	55
7505	ORD	BMI	1950	2048	58
1631	ORD	BOI	1005	1238	213
1571	ORD	BOI	1455	1735	220
1553	ORD	BOI	1655	1937	222
1475	ORD	BOI	1935	2222	227
1069	ORD	BOI	1940	2218	218
524	ORD	BOS	700	1014	134
526	ORD	BOS	900	1210	130
520	ORD	BOS	1000	1312	132
522	ORD	BOS	1100	1415	135
528	ORD	BOS	1100	1418	138
530	ORD	BOS	1300	1619	139
884	ORD	BOS	1300	1632	152
532	ORD	BOS	1400	1724	144
242	ORD	BOS	1400	1728	148
534	ORD	BOS	1500	1819	139
882	ORD	BOS	1600	1918	138
562	ORD	BOS	1600	1921	141
118	ORD	BOS	1700	2015	135
538	ORD	BOS	1700	2018	138
540	ORD	BOS	1800	2122	142
542	ORD	BOS	1900	2213	133
544	ORD	BOS	2045	2356	131
7618	ORD	BUF	700	930	90
1270	ORD	BUF	935	1202	87
7620	ORD	BUF	1115	1344	89
1576	ORD	BUF	1320	1548	88
1586	ORD	BUF	1545	1824	99
1242	ORD	BUF	1555	1834	99
1074	ORD	BUF	1750	2029	99
7622	ORD	BUF	2100	2330	90
7570	ORD	BTV	900	1210	130
1482	ORD	BTV	1320	1627	127
1570	ORD	BTV	1330	1637	127
7572	ORD	BTV	1330	1640	130
7231	ORD	BTV	1550	1900	130
568	ORD	BTV	1745	2054	120
1053	ORD	YYC	1205	1446	221
1025	ORD	YYC	1450	1735	225
1059	ORD	YYC	2005	2246	221
5639	ORD	CID	810	902	52
7658	ORD	CID	1000	1100	60
7661	ORD	CID	1205	1305	60
5645	ORD	CID	1445	1537	52
5649	ORD	CID	1640	1732	52
7655	ORD	CID	1640	1740	60
5647	ORD	CID	1645	1737	52
5637	ORD	CID	1940	2032	52
7659	ORD	CID	2140	2232	52
7482	ORD	CHS	850	1200	130
7452	ORD	CHS	1050	1400	130
7496	ORD	CHS	1055	1405	130
7484	ORD	CHS	1330	1645	135
7480	ORD	CHS	1600	1915	135
7486	ORD	CHS	1815	2132	137
7509	ORD	CRW	1320	1555	95
7552	ORD	CRW	1325	1600	95
7554	ORD	CRW	1750	2020	90
7511	ORD	CRW	1755	2025	90
1272	ORD	CLT	630	917	107
462	ORD	CLT	640	927	107
7448	ORD	CLT	1050	1345	115
432	ORD	CLT	1315	1601	106
1032	ORD	CLT	1545	1834	109
446	ORD	CLT	1545	1839	114
514	ORD	CLT	1750	2041	111
1538	ORD	CLT	1755	2049	114
1196	ORD	CLT	2050	2332	102
5420	ORD	CVG	755	1004	60
1572	ORD	CVG	1050	1259	60
5422	ORD	CVG	1055	1304	60
772	ORD	CVG	1315	1525	70
324	ORD	CVG	1550	1759	60
1044	ORD	CVG	1550	1801	71
1582	ORD	CVG	1750	2005	75
5428	ORD	CVG	2100	2309	60
578	ORD	CLE	645	854	60
1116	ORD	CLE	1050	1259	60
1070	ORD	CLE	1325	1543	78
1496	ORD	CLE	1330	1543	73
1550	ORD	CLE	1538	1753	75
1162	ORD	CLE	1545	1800	75
7546	ORD	CLE	1640	1859	79
1164	ORD	CLE	1755	2011	76
778	ORD	CLE	1755	2012	77
1544	ORD	CLE	2100	2309	60
1450	ORD	CLE	2115	2324	60
5403	ORD	COS	1010	1157	167
5703	ORD	COS	1015	1155	160
5405	ORD	COS	1435	1615	160
5409	ORD	COS	1650	1830	160
5407	ORD	COS	1655	1828	153
5401	ORD	COS	1950	2137	167
7470	ORD	CAE	900	1158	118
7472	ORD	CAE	1330	1633	123
7267	ORD	CAE	1550	1855	125
7474	ORD	CAE	1755	2057	122
1118	ORD	CMH	655	903	60
1452	ORD	CMH	1050	1258	60
1564	ORD	CMH	1315	1527	72
1482	ORD	CMH	1330	1546	76
1446	ORD	CMH	1448	1657	60
108	ORD	CMH	1545	1757	72
1126	ORD	CMH	1555	1804	60
1492	ORD	CMH	1800	2015	75
1548	ORD	CMH	2050	2257	67
9390	ORD	CPH	2215	3730	495
1203	ORD	DFW	645	906	141
1001	ORD	DFW	805	1024	139
1528	ORD	DFW	815	1039	144
1183	ORD	DFW	1005	1227	142
1169	ORD	DFW	1010	1235	145
1225	ORD	DFW	1155	1415	140
929	ORD	DFW	1445	1708	143
1017	ORD	DFW	1645	1909	144
1289	ORD	DFW	1650	1914	144
551	ORD	DFW	1745	2008	143
1529	ORD	DFW	1945	2213	148
1449	ORD	DFW	1950	2214	144
5712	ORD	DAY	800	1000	60
5606	ORD	DAY	1100	1303	63
5716	ORD	DAY	1110	1313	63
1594	ORD	DAY	1315	1515	60
1498	ORD	DAY	1545	1750	65
1481	ORD	DAY	1755	2002	67
1432	ORD	DAY	1800	2003	63
7796	ORD	DAY	2050	2258	60
5602	ORD	DAY	2055	2258	63
237	ORD	DEN	600	727	147
253	ORD	DEN	630	800	150
251	ORD	DEN	700	828	148
241	ORD	DEN	800	934	154
63	ORD	DEN	800	937	157
243	ORD	DEN	810	944	154
245	ORD	DEN	900	1030	150
247	ORD	DEN	1000	1135	155
249	ORD	DEN	1100	1235	155
945	ORD	DEN	1155	1330	155
967	ORD	DEN	1445	1615	150
239	ORD	DEN	1450	1626	156
255	ORD	DEN	1550	1725	155
257	ORD	DEN	1645	1815	150
259	ORD	DEN	1730	1908	158
261	ORD	DEN	1845	2020	155
263	ORD	DEN	1956	2131	155
959	ORD	DEN	2115	2239	144
7652	ORD	DSM	815	933	78
5707	ORD	DSM	840	955	75
749	ORD	DSM	1005	1117	72
1535	ORD	DSM	1010	1120	70
5355	ORD	DSM	1200	1312	72
1571	ORD	DSM	1450	1604	74
1543	ORD	DSM	1510	1620	70
571	ORD	DSM	1655	1807	72
1101	ORD	DSM	1940	2052	72
695	ORD	DSM	2115	2222	67
7651	ORD	DSM	2115	2230	75
834	ORD	DTW	640	847	67
442	ORD	DTW	905	1114	60
1284	ORD	DTW	1055	1301	66
1583	ORD	DTW	1320	1534	74
528	ORD	DTW	1325	1542	77
1158	ORD	DTW	1450	1703	73
1114	ORD	DTW	1450	1705	75
336	ORD	DTW	1605	1820	75
1500	ORD	DTW	1615	1828	73
1470	ORD	DTW	1750	2011	81
110	ORD	DTW	1805	2022	77
7536	ORD	DTW	1900	2116	76
332	ORD	DTW	2100	2306	66
392	ORD	DTW	2100	2308	60
9258	ORD	DUS	1735	3315	520
7709	ORD	FAR	1005	1205	120
7711	ORD	FAR	1500	1700	120
7715	ORD	FAR	1700	1858	118
1686	ORD	RSW	915	1258	163
1214	ORD	RSW	1325	1715	170
1462	ORD	RSW	1555	1943	168
1190	ORD	RSW	1605	1954	169
1206	ORD	RSW	1810	2158	168
5240	ORD	FWA	810	905	55
7520	ORD	FWA	810	909	59
5242	ORD	FWA	1320	1415	55
7522	ORD	FWA	1625	1724	59
7524	ORD	FWA	1825	1930	65
944	ORD	FRA	1430	2945	495
8837	ORD	FRA	1550	3050	480
940	ORD	FRA	2055	3620	505
8835	ORD	FRA	2200	3725	505
570	ORD	FLL	905	1257	172
1538	ORD	FLL	1805	2207	182
1562	ORD	FLL	1820	2225	185
5440	ORD	GRR	810	1000	50
5446	ORD	GRR	1120	1310	50
7770	ORD	GRR	1125	1315	50
1258	ORD	GRR	1320	1510	50
7768	ORD	GRR	1435	1636	61
1550	ORD	GRR	1600	1749	49
1168	ORD	GRR	1605	1755	50
1056	ORD	GRR	1810	1959	49
1530	ORD	GRR	1810	2000	50
420	ORD	GRR	2045	2233	48
5702	ORD	GRB	1000	1050	50
5808	ORD	GRB	1330	1420	50
5806	ORD	GRB	1640	1730	50
5804	ORD	GRB	1800	1850	50
5802	ORD	GRB	2055	2145	50
7476	ORD	GSO	655	942	107
1530	ORD	GSO	1320	1602	102
1162	ORD	GSO	1320	1603	103
7478	ORD	GSO	1555	1842	107
1288	ORD	GSO	1855	2141	106
712	ORD	GSO	1905	2157	112
7400	ORD	GSO	2105	2352	107
7450	ORD	GSP	900	1151	111
7453	ORD	GSP	1325	1616	111
7454	ORD	GSP	1805	2056	111
4761	ORD	GDL	825	1300	275
4776	ORD	GDL	1440	1845	245
7630	ORD	MDT	755	1049	114
7632	ORD	MDT	1055	1349	114
522	ORD	MDT	1315	1602	107
7634	ORD	MDT	1545	1839	114
260	ORD	MDT	1805	2056	111
392	ORD	MDT	1820	2109	109
1522	ORD	BDL	645	944	119
398	ORD	BDL	1050	1348	118
242	ORD	BDL	1320	1624	124
350	ORD	BDL	1320	1629	120
7648	ORD	BDL	1440	1749	120
560	ORD	BDL	1545	1851	126
1290	ORD	BDL	1555	1903	120
1234	ORD	BDL	1805	2118	133
1146	ORD	BDL	2050	2353	123
895	ORD	HKG	1235	4110	935
63	ORD	HNL	800	1705	845
495	ORD	IAH	805	1037	152
1597	ORD	IAH	810	1046	156
573	ORD	IAH	1005	1235	150
1501	ORD	IAH	1020	1255	155
703	ORD	IAH	1445	1726	161
1259	ORD	IAH	1455	1734	159
647	ORD	IAH	1650	1925	155
1169	ORD	IAH	1655	1928	153
753	ORD	IAH	1940	2212	152
7636	ORD	IND	800	900	60
500	ORD	IND	1005	1104	59
7638	ORD	IND	1155	1258	63
1424	ORD	IND	1320	1420	60
7640	ORD	IND	1455	1555	60
594	ORD	IND	1600	1701	61
1590	ORD	IND	1600	1704	64
314	ORD	IND	1805	1906	61
1472	ORD	IND	1935	2039	64
1092	ORD	IND	1950	2050	60
488	ORD	IND	2050	2150	60
1114	ORD	IND	2100	2204	64
7418	ORD	JAX	755	1119	144
7278	ORD	JAX	810	1134	144
7420	ORD	JAX	950	1316	146
7422	ORD	JAX	1430	1800	150
7424	ORD	JAX	1645	2015	150
7426	ORD	JAX	1815	2145	150
5844	ORD	AZO	1055	1240	45
5846	ORD	AZO	1355	1540	45
5842	ORD	AZO	1800	1945	45
7492	ORD	AZO	1900	2052	52
1147	ORD	MCI	805	930	85
1005	ORD	MCI	1005	1131	86
393	ORD	MCI	1010	1135	85
735	ORD	MCI	1200	1329	89
5757	ORD	MCI	1200	1333	93
1509	ORD	MCI	1450	1619	89
1173	ORD	MCI	1455	1627	92
537	ORD	MCI	1645	1811	86
693	ORD	MCI	1945	2111	86
725	ORD	MCI	1950	2117	87
7456	ORD	TYS	910	1146	96
7458	ORD	TYS	1325	1606	101
7518	ORD	TYS	1555	1836	101
7460	ORD	TYS	1755	2036	101
7462	ORD	TYS	2100	2336	96
7293	ORD	LAN	800	1000	60
5744	ORD	LAN	1325	1522	57
7688	ORD	LAN	1545	1742	57
5746	ORD	LAN	1805	2002	57
7295	ORD	LAN	1845	2045	60
7514	ORD	LAN	1855	2055	60
775	ORD	LAS	805	953	228
717	ORD	LAS	815	955	220
707	ORD	LAS	1000	1145	225
711	ORD	LAS	1003	1146	223
1675	ORD	LAS	1130	1320	230
703	ORD	LAS	1200	1348	228
1111	ORD	LAS	1445	1628	223
797	ORD	LAS	1645	1832	227
689	ORD	LAS	1940	2122	222
1495	ORD	LAS	1950	2132	222
701	ORD	LAS	2115	2301	226
1677	ORD	LAS	2120	2304	224
7289	ORD	LEX	755	1011	76
7530	ORD	LEX	800	1016	76
5600	ORD	LEX	1440	1655	75
7532	ORD	LEX	1440	1700	80
5602	ORD	LEX	1805	2020	75
7534	ORD	LEX	1805	2025	80
5955	ORD	LNK	1015	1200	105
7660	ORD	LNK	1030	1215	105
7703	ORD	LNK	1500	1640	100
7666	ORD	LNK	1505	1640	95
5531	ORD	LNK	1650	1825	95
7657	ORD	LNK	1700	1835	95
7705	ORD	LNK	1945	2121	96
958	ORD	LHR	1710	3055	465
928	ORD	LHR	1825	3215	470
938	ORD	LHR	2120	3510	470
101	ORD	LAX	600	809	240
105	ORD	LAX	800	1012	252
103	ORD	LAX	900	1118	258
109	ORD	LAX	1000	1205	245
607	ORD	LAX	1100	1312	252
143	ORD	LAX	1200	1416	256
115	ORD	LAX	1200	1422	262
117	ORD	LAX	1210	1432	262
51	ORD	LAX	1230	1446	256
119	ORD	LAX	1400	1608	240
65	ORD	LAX	1400	1614	254
133	ORD	LAX	1440	1643	243
121	ORD	LAX	1500	1715	255
123	ORD	LAX	1600	1816	256
125	ORD	LAX	1700	1909	240
135	ORD	LAX	1700	1913	253
127	ORD	LAX	1800	2020	260
815	ORD	LAX	1900	2117	257
107	ORD	LAX	2000	2221	261
131	ORD	LAX	2000	2226	266
1621	ORD	LAX	2035	2258	263
129	ORD	LAX	2115	2328	253
5522	ORD	SDF	800	1015	75
5528	ORD	SDF	1050	1305	75
5532	ORD	SDF	1315	1530	75
5526	ORD	SDF	1545	1800	75
5524	ORD	SDF	1800	2015	75
5557	ORD	MSN	800	850	50
5549	ORD	MSN	1005	1055	50
5553	ORD	MSN	1200	1250	50
5535	ORD	MSN	1325	1415	50
5537	ORD	MSN	1450	1540	50
5779	ORD	MSN	1540	1630	50
5555	ORD	MSN	1645	1735	50
5561	ORD	MSN	1745	1835	50
5551	ORD	MSN	1940	2030	50
5776	ORD	MSN	2125	2215	50
4820	ORD	MAN	1830	3200	450
494	ORD	MHT	700	1006	126
322	ORD	MHT	1320	1626	126
1214	ORD	MHT	1320	1630	130
730	ORD	MHT	1605	1918	133
1140	ORD	MHT	1605	1924	139
1246	ORD	MHT	1755	2117	142
750	ORD	MHT	1810	2123	133
720	ORD	MHT	1915	2226	131
815	ORD	MEL	1900	3340	1420
7731	ORD	MEM	805	951	106
7739	ORD	MEM	1210	1355	105
5881	ORD	MEM	1210	1357	107
7735	ORD	MEM	1500	1648	108
5883	ORD	MEM	1650	1837	107
7737	ORD	MEM	1945	2132	107
4751	ORD	MEX	150	550	240
4753	ORD	MEX	815	1230	255
4723	ORD	MEX	1420	1830	250
1007	ORD	MEX	1655	2057	242
4757	ORD	MEX	1745	2145	240
1088	ORD	MIA	910	1305	175
304	ORD	MIA	1315	1717	182
855	ORD	MIA	1750	2149	179
5614	ORD	MKE	805	845	40
5620	ORD	MKE	1005	1045	40
5616	ORD	MKE	1200	1240	40
5638	ORD	MKE	1330	1410	40
5624	ORD	MKE	1400	1440	40
5622	ORD	MKE	1545	1625	40
5626	ORD	MKE	1645	1725	40
5628	ORD	MKE	1745	1825	40
5514	ORD	MKE	1845	1925	40
5512	ORD	MKE	1945	2025	40
5630	ORD	MKE	2045	2125	40
5618	ORD	MKE	2145	2225	40
799	ORD	MSP	645	807	82
1599	ORD	MSP	645	809	84
337	ORD	MSP	745	903	78
483	ORD	MSP	845	1010	85
599	ORD	MSP	945	1105	80
457	ORD	MSP	1045	1205	80
793	ORD	MSP	1145	1306	81
553	ORD	MSP	1245	1406	81
1189	ORD	MSP	1345	1506	81
719	ORD	MSP	1445	1609	84
1505	ORD	MSP	1545	1712	87
941	ORD	MSP	1645	1812	87
533	ORD	MSP	1745	1911	86
1547	ORD	MSP	1745	1913	88
471	ORD	MSP	1845	2014	89
1299	ORD	MSP	1945	2112	87
1660	ORD	MSP	2115	2231	76
709	ORD	MSP	2115	2232	77
7671	ORD	MLI	1005	1100	55
7665	ORD	MLI	1200	1254	54
7667	ORD	MLI	1445	1540	55
7657	ORD	MLI	1645	1740	55
5443	ORD	MLI	1655	1740	45
5441	ORD	MLI	1940	2025	45
7669	ORD	MLI	2140	2233	53
4733	ORD	MTY	1250	1620	210
855	ORD	MVD	1750	3545	955
7642	ORD	YUL	700	1006	126
8344	ORD	YUL	900	1200	120
8302	ORD	YUL	1055	1350	115
8308	ORD	YUL	1335	1637	122
7644	ORD	YUL	1545	1848	123
8312	ORD	YUL	1810	2112	122
7646	ORD	YUL	2055	2358	123
4766	ORD	MLM	830	1300	270
4782	ORD	MLM	1940	2335	235
8854	ORD	MUC	1640	3220	520
5770	ORD	BNA	705	835	90
5782	ORD	BNA	1055	1225	90
5762	ORD	BNA	1315	1445	90
5766	ORD	BNA	1445	1615	90
7408	ORD	BNA	1545	1717	92
5784	ORD	BNA	1755	1925	90
7668	ORD	BNA	1755	1927	92
1693	ORD	MSY	810	1029	139
1223	ORD	MSY	949	1208	139
1207	ORD	MSY	950	1206	136
7340	ORD	MSY	1155	1409	134
795	ORD	MSY	1445	1659	134
305	ORD	MSY	1450	1702	132
1275	ORD	MSY	1945	2200	135
661	ORD	MSY	2000	2218	138
1290	ORD	MSY	2005	2223	138
1666	ORD	JFK	2055	2358	123
668	ORD	LGA	600	901	121
670	ORD	LGA	700	1002	122
672	ORD	LGA	800	1105	125
674	ORD	LGA	900	1205	125
676	ORD	LGA	1000	1304	124
678	ORD	LGA	1100	1406	126
680	ORD	LGA	1200	1507	127
682	ORD	LGA	1300	1606	126
686	ORD	LGA	1330	1638	120
688	ORD	LGA	1500	1807	127
882	ORD	LGA	1600	1909	120
690	ORD	LGA	1600	1914	134
692	ORD	LGA	1700	2015	135
1012	ORD	LGA	1800	2110	130
696	ORD	LGA	1900	2207	127
698	ORD	LGA	2045	2345	120
634	ORD	EWR	700	956	116
636	ORD	EWR	700	957	117
638	ORD	EWR	900	1156	116
642	ORD	EWR	1100	1400	120
648	ORD	EWR	1300	1618	138
650	ORD	EWR	1330	1648	138
896	ORD	EWR	1600	1912	132
656	ORD	EWR	1700	2011	131
658	ORD	EWR	1800	2104	124
660	ORD	EWR	1900	2207	127
664	ORD	EWR	2045	2343	118
7430	ORD	ORF	855	1205	130
7429	ORD	ORF	1125	1435	130
7432	ORD	ORF	1320	1636	136
7434	ORD	ORF	1605	1921	136
7436	ORD	ORF	1810	2126	136
399	ORD	OAK	805	1025	260
1691	ORD	OAK	810	1033	263
225	ORD	OAK	1010	1230	260
1283	ORD	OAK	1010	1233	263
379	ORD	OAK	1445	1715	270
595	ORD	OAK	1650	1916	266
1127	ORD	OAK	1705	1935	270
1241	ORD	OAK	1940	2207	267
481	ORD	OAK	1940	2208	268
7741	ORD	OKC	1000	1213	133
7743	ORD	OKC	1205	1419	134
7745	ORD	OKC	1500	1714	134
7749	ORD	OKC	1950	2207	137
1227	ORD	OMA	805	932	87
635	ORD	OMA	810	933	83
1155	ORD	OMA	1010	1134	84
1163	ORD	OMA	1205	1333	88
1271	ORD	OMA	1210	1338	88
453	ORD	OMA	1445	1613	88
691	ORD	OMA	1500	1629	89
1177	ORD	OMA	1715	1844	89
1085	ORD	OMA	1945	2113	88
381	ORD	SNA	800	1014	254
527	ORD	SNA	1000	1212	252
377	ORD	SNA	1000	1214	254
651	ORD	SNA	1445	1659	254
731	ORD	SNA	1445	1701	256
445	ORD	SNA	1645	1904	259
549	ORD	SNA	1650	1858	240
473	ORD	SNA	1945	2204	259
560	ORD	MCO	730	1110	160
590	ORD	MCO	905	1241	156
1680	ORD	MCO	1000	1329	149
1684	ORD	MCO	1003	1334	151
1112	ORD	MCO	1055	1424	149
1521	ORD	MCO	1100	1433	153
1682	ORD	MCO	1205	1534	149
